,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,retweet_count,source,urls,user,user_mentions,quoted_status,quoted_status_id,quoted_status_id_str,handle,date_time,date,date_week,clean_tweet,break_tweet,raw_polarity,raw_subjectivity,clean_polarity,clean_subjectivity
97,Thu Sep 05 23:20:39 +0000 2019,2001,"Thanks for having me today, @TorontoStar. And thanks to Mark and everyone else who submitted a question. Looking forward to having many more conversations with Canadians across the country in the coming weeks! https://t.co/bQFm0T0iRx",[],1169752232566382592,1169752232566382592,en,,275,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://twitter.com/torontostar/status/1169648161771720711', 'url': 'https://t.co/bQFm0T0iRx'}]","{'id': 14260960, 'id_str': '14260960'}","[{'id': 12848262, 'id_str': '12848262', 'name': 'TorontoStar', 'screen_name': 'TorontoStar'}]","{'created_at': 'Thu Sep 05 16:27:07 +0000 2019', 'favorite_count': 158, 'full_text': '""I agree that too many seniors are struggling, and we need to do more,"" Prime Minister @JustinTrudeau responds to Star reader Mark Newman\'s question. \n\nFollow #LIVE here: https://t.co/kuDwTZMSa8 https://t.co/z8QtzX9Lzu', 'hashtags': [{'text': 'LIVE'}], 'id': 1169648161771720711, 'id_str': '1169648161771720711', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/z8QtzX9Lzu', 'expanded_url': 'https://twitter.com/TorontoStar/status/1169648161771720711/photo/1', 'id': 1169648155207634944, 'media_url': 'http://pbs.twimg.com/media/EDtszNNXkAAdkdb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDtszNNXkAAdkdb.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/z8QtzX9Lzu'}], 'retweet_count': 39, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'urls': [{'expanded_url': 'https://www.thestar.com/politics/federal/2019/09/05/justin-trudeau-prime-minister-liberal-party-middle-class-chat.html', 'url': 'https://t.co/kuDwTZMSa8'}], 'user': {'id': 12848262, 'id_str': '12848262'}, 'user_mentions': [{'id': 14260960, 'id_str': '14260960', 'name': 'Justin Trudeau', 'screen_name': 'JustinTrudeau'}]}",1.1696481617717207e+18,1169648161771720711,JustinTrudeau,2019-09-05 23:20:39+00:00,2019-09-05,2019-09-02,thank today torontostar thank mark everyone else submit question look forward many conversation canadian acros country come week http t.co/bqfm0t0irx,"Thanks for having me today, @TorontoStar. And thanks to Mark<br> and everyone else who submitted a question. Looking forward<br> to having many more conversations with Canadians across the<br> country in the coming weeks! https://t.co/bQFm0T0iR<br>",0.38125,0.35,0.5,0.5
99,Thu Sep 05 21:45:55 +0000 2019,735,"30 years young! Happy birthday, @BTtoronto – you’re not just a morning show, you’re a part of people’s daily lives… helping folks start their mornings &amp; making their days a little brighter. Congrats to the entire team on this milestone. #BT30 https://t.co/fcdGrhG8Lw",[{'text': 'BT30'}],1169728391559487490,1169728391559487490,en,"[{'display_url': 'pic.twitter.com/fcdGrhG8Lw', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1169728391559487490/photo/1', 'id': 1169728387839070208, 'media_url': 'http://pbs.twimg.com/media/EDu1xXDWkAA9vuA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDu1xXDWkAA9vuA.jpg', 'sizes': {'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/fcdGrhG8Lw'}]",71,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 22930902, 'id_str': '22930902', 'name': 'Breakfast Television Toronto', 'screen_name': 'BTtoronto'}]",,,,JustinTrudeau,2019-09-05 21:45:55+00:00,2019-09-05,2019-09-02,30 year young happy birthday bttoronto – ’ morning show ’ part person ’ daily lives… help folk start morning amp make day little brighter congrat entire team thi milestone bt30 http t.co/fcdgrhg8lw,"30 years young! Happy birthday, @BTtoronto – you’re not just<br> a morning show, you’re a part of people’s daily lives… help<br>ing folks start their mornings &amp; making their days a lit<br>tle brighter. Congrats to the entire team on this milestone.<br> #BT30 https://t.co/fcdGrhG8L<br>",0.14750000000000002,0.505,0.14250000000000002,0.505
101,Thu Sep 05 16:32:23 +0000 2019,517,"Brenda Murphy has dedicated her life to serving the public, advancing gender equality, and ending poverty. I know she’ll keep making important contributions to her province &amp; country, and serve New Brunswickers well as their Lieutenant Governor. https://t.co/LYOislDU7m",[],1169649486169280513,1169649486169280513,en,,82,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/news-releases/2019/09/05/prime-minister-announces-new-lieutenant-governor-new-brunswick', 'url': 'https://t.co/LYOislDU7m'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,JustinTrudeau,2019-09-05 16:32:23+00:00,2019-09-05,2019-09-02,brenda murphy ha dedicate life serve public advance gender equality end poverty know ’ keep make important contribution province amp country serve new brunswicker well lieutenant governor http t.co/lyoisldu7m,"Brenda Murphy has dedicated her life to serving the public, <br>advancing gender equality, and ending poverty. I know she’ll<br> keep making important contributions to her province &amp; c<br>ountry, and serve New Brunswickers well as their Lieutenant <br>Governor. https://t.co/LYOislDU7<br>",0.1787878787878788,0.5070707070707071,0.1787878787878788,0.5070707070707071
103,Wed Sep 04 22:22:58 +0000 2019,635,"The Chair of @CARICOMorg, PM Allen Chastanet, and I spoke today about our support for the Bahamas following Hurricane Dorian. We also discussed how Canada can work with our Caribbean partners to build resilience to climate-related events.",[],1169375327619035136,1169375327619035136,en,,121,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 2690862564, 'id_str': '2690862564', 'name': 'Caribbean Community (CARICOM)', 'screen_name': 'CARICOMorg'}]",,,,JustinTrudeau,2019-09-04 22:22:58+00:00,2019-09-04,2019-09-02,chair caricomorg pm allen chastanet speak today support bahama follow hurricane dorian also discuss canada work caribbean partner build resilience climate-related event,"The Chair of @CARICOMorg, PM Allen Chastanet, and I spoke to<br>day about our support for the Bahamas following Hurricane Do<br>rian. We also discussed how Canada can work with our Caribbe<br>an partners to build resilience to climate-related events<br>",0.0,0.1,0.0,0.0
105,Wed Sep 04 21:57:38 +0000 2019,997,"On the menu at Casero Kitchen Table today: good food, new friends, and great conversations about what matters most to people in Owen Sound. https://t.co/PAaiWdeH6G",[],1169368950683119618,1169368950683119618,en,"[{'display_url': 'pic.twitter.com/PAaiWdeH6G', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1169368950683119618/photo/1', 'id': 1169368945163472897, 'media_url': 'http://pbs.twimg.com/media/EDpu3CvXkAE7jAQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDpu3CvXkAE7jAQ.jpg', 'sizes': {'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PAaiWdeH6G'}, {'display_url': 'pic.twitter.com/PAaiWdeH6G', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1169368950683119618/photo/1', 'id': 1169368945440243713, 'media_url': 'http://pbs.twimg.com/media/EDpu3DxWwAEzIKU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDpu3DxWwAEzIKU.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PAaiWdeH6G'}]",113,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,JustinTrudeau,2019-09-04 21:57:38+00:00,2019-09-04,2019-09-02,menu casero kitchen table today good food new friend great conversation matter person owen sound http t.co/paaiwdeh6g,"On the menu at Casero Kitchen Table today: good food, new fr<br>iends, and great conversations about what matters most to pe<br>ople in Owen Sound. https://t.co/PAaiWdeH6<br>",0.5072727272727272,0.5409090909090909,0.509090909090909,0.5511363636363636
107,Wed Sep 04 20:17:22 +0000 2019,1576,"It’s more important than ever for Canadians to have fast &amp; reliable internet access – for the business owners I sat down with today in Owen Sound, it means more opportunities to grow &amp; create jobs. That’s why we’re investing in rural broadband for them &amp; people across Canada. https://t.co/aUJwHmufTJ",[],1169343717175676928,1169343717175676928,en,"[{'display_url': 'pic.twitter.com/aUJwHmufTJ', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1169343717175676928/photo/1', 'id': 1169343707310698497, 'media_url': 'http://pbs.twimg.com/media/EDpX6AaXsAEH67q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDpX6AaXsAEH67q.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/aUJwHmufTJ'}]",231,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,JustinTrudeau,2019-09-04 20:17:22+00:00,2019-09-04,2019-09-02,’ important ever canadian fast amp reliable internet acces – busines owner sit today owen sound mean opportunity grow amp create job ’ ’ invest rural broadband amp person acros canada http t.co/aujwhmuftj,"It’s more important than ever for Canadians to have fast &am<br>p; reliable internet access – for the business owners I sat <br>down with today in Owen Sound, it means more opportunities t<br>o grow &amp; create jobs. That’s why we’re investing in rura<br>l broadband for them &amp; people across Canada. https://t.c<br>o/aUJwHmufT<br>",0.2634920634920635,0.46984126984126984,0.1375,0.5375
109,Wed Sep 04 18:29:54 +0000 2019,574,"Today, we announce Dominic Barton as Canada’s Ambassador to China. Dominic’s experience in Asia &amp; expertise in global economics will make him a great representative of Canada &amp; Canadian interests in China. More: https://t.co/WxJFO4vzd2",[],1169316673314328579,1169316673314328579,en,,117,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/news-releases/2019/09/04/prime-minister-announces-appointment-dominic-barton-ambassador-china', 'url': 'https://t.co/WxJFO4vzd2'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,JustinTrudeau,2019-09-04 18:29:54+00:00,2019-09-04,2019-09-02,today announce dominic barton canada ’ ambassador china dominic ’ experience asium amp expertise global economic make great representative canada amp canadian interest china http t.co/wxjfo4vzd2,"Today, we announce Dominic Barton as Canada’s Ambassador to <br>China. Dominic’s experience in Asia &amp; expertise in globa<br>l economics will make him a great representative of Canada &<br>amp; Canadian interests in China. More: https://t.co/WxJFO4v<br>zd<br>",0.43333333333333335,0.4166666666666667,0.3333333333333333,0.31666666666666665
111,Wed Sep 04 16:47:05 +0000 2019,7237,"I just spoke with Prime Minister Minnis about the devastation in the Bahamas caused by Hurricane Dorian. Canada stands ready to help the Bahamian people and communities affected by this disaster and has pledged $500,000 in initial emergency assistance.",[],1169290800158650373,1169290800158650373,en,,1231,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,JustinTrudeau,2019-09-04 16:47:05+00:00,2019-09-04,2019-09-02,"speak prime minister minni devastation bahama cause hurricane dorian canada stand ready help bahamian person community affect thi disaster ha pledge 500,000 initial emergency assistance","I just spoke with Prime Minister Minnis about the devastatio<br>n in the Bahamas caused by Hurricane Dorian. Canada stands r<br>eady to help the Bahamian people and communities affected by<br> this disaster and has pledged $500,000 in initial emergency<br> assistance<br>",0.1,0.25,0.1,0.25
113,Tue Sep 03 21:18:36 +0000 2019,612,Sad to hear of Pierre Nadeau’s passing. He was a great journalist who always asked the tough questions and helped us better understand our world – and whose passion and integrity will continue to inspire. https://t.co/CwugAIyEDS,[],1168996741187870724,1168996741187870724,en,,106,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://ici.radio-canada.ca/nouvelle/1085863/mort-deces-pierre-nadeau-journaliste-reporter-medias-television', 'url': 'https://t.co/CwugAIyEDS'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,JustinTrudeau,2019-09-03 21:18:36+00:00,2019-09-03,2019-09-02,sad hear pierre nadeau ’ passing wa great journalist alway ask tough question help u good understand world – whose passion integrity continue inspire http t.co/cwugaiyed,Sad to hear of Pierre Nadeau’s passing. He was a great journ<br>alist who always asked the tough questions and helped us bet<br>ter understand our world – and whose passion and integrity w<br>ill continue to inspire. https://t.co/CwugAIyED<br>,0.10277777777777779,0.7708333333333334,0.1527777777777778,0.7958333333333334
115,Tue Sep 03 18:58:16 +0000 2019,5832,".@SpeakerPelosi and I spoke today about moving forward with the new NAFTA in order to support good, middle class jobs and create opportunities for people on both sides of the border. Thanks for the call, Nancy. Looking forward to our continued work on this.",[],1168961422484758533,1168961422484758533,en,,1191,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 15764644, 'id_str': '15764644', 'name': 'Nancy Pelosi', 'screen_name': 'SpeakerPelosi'}]",,,,JustinTrudeau,2019-09-03 18:58:16+00:00,2019-09-03,2019-09-02,speakerpelosi speak today move forward new naftum order support good middle clas job create opportunity person side border thank call nancy look forward continue work thi,".@SpeakerPelosi and I spoke today about moving forward with <br>the new NAFTA in order to support good, middle class jobs an<br>d create opportunities for people on both sides of the borde<br>r. Thanks for the call, Nancy. Looking forward to our contin<br>ued work on this<br>",0.2590909090909091,0.31363636363636366,0.27878787878787875,0.35151515151515156
117,Tue Sep 03 18:28:20 +0000 2019,426,ICYMI: The First-Time Home Buyer Incentive launched yesterday! It's going to help middle class Canadians buy their first home and save up to $286 on their mortgage. Find out how it works here: https://t.co/ZvwyBUAtT9 https://t.co/1NHm4bguTd,[],1168953893348356096,1168953893348356096,en,"[{'display_url': 'pic.twitter.com/1NHm4bguTd', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1168953893348356096/photo/1', 'id': 1168953887476334592, 'media_url': 'http://pbs.twimg.com/media/EDj1XgXWwAAcfRo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDj1XgXWwAAcfRo.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/1NHm4bguTd'}]",119,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://bit.ly/32vnK4F', 'url': 'https://t.co/ZvwyBUAtT9'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,JustinTrudeau,2019-09-03 18:28:20+00:00,2019-09-03,2019-09-02,icymi first-time home buyer incentive launch yesterday go help middle clas canadian buy first home save 286 mortgage find work http t.co/zvwybuatt9 http t.co/1nhm4bgutd,ICYMI: The First-Time Home Buyer Incentive launched yesterda<br>y! It's going to help middle class Canadians buy their first<br> home and save up to $286 on their mortgage. Find out how it<br> works here: https://t.co/ZvwyBUAtT9 https://t.co/1NHm4bguT<br>,0.125,0.16666666666666666,0.125,0.16666666666666666
119,Tue Sep 03 17:49:36 +0000 2019,2631,"Public education keeps Canada’s economy strong and keeps Canadians together. The Conservatives don’t get that. We’re for moving forward, for everyone. https://t.co/d4C7f40OUU",[],1168944144045268993,1168944144045268993,en,,654,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://twitter.com/NavdeepSBains/status/1168887263494844416', 'url': 'https://t.co/d4C7f40OUU'}]","{'id': 14260960, 'id_str': '14260960'}",[],"{'created_at': 'Tue Sep 03 14:03:35 +0000 2019', 'favorite_count': 1576, 'full_text': 'Great public schools are the bedrock of 🇨🇦’s economy. The Conservatives don’t get that. That’s why they’d weaken public education with a reckless plan to fund private schools and homeschooling, as this video makes clear. https://t.co/yPHayfdb5N', 'hashtags': [], 'id': 1168887263494844416, 'id_str': '1168887263494844416', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/yPHayfdb5N', 'expanded_url': 'https://twitter.com/NavdeepSBains/status/1168887263494844416/video/1', 'id': 1168886786845806593, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1168886786845806593/pu/img/6-l1P4jAtb5IiDHl.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1168886786845806593/pu/img/6-l1P4jAtb5IiDHl.jpg', 'sizes': {'large': {'w': 720, 'h': 396, 'resize': 'fit'}, 'small': {'w': 680, 'h': 374, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 396, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/yPHayfdb5N', 'video_info': {'aspect_ratio': [20, 11], 'duration_millis': 89990, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1168886786845806593/pu/vid/490x270/TGD8JtgRe9Gc4C2e.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1168886786845806593/pu/vid/720x396/PZmYMY3WvXtV9bty.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1168886786845806593/pu/pl/vqKnAQkRapow_aHV.m3u8?tag=10'}]}}], 'retweet_count': 702, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'urls': [], 'user': {'id': 234395010, 'id_str': '234395010'}, 'user_mentions': []}",1.1688872634948444e+18,1168887263494844416,JustinTrudeau,2019-09-03 17:49:36+00:00,2019-09-03,2019-09-02,public education keep canada ’ economy strong keep canadian together conservative ’ get ’ move forward everyone http t.co/d4c7f40ouu,"Public education keeps Canada’s economy strong and keeps Can<br>adians together. The Conservatives don’t get that. We’re for<br> moving forward, for everyone. https://t.co/d4C7f40OU<br>",0.21666666666666665,0.39999999999999997,0.21666666666666665,0.39999999999999997
